sector,quarter,z_hat,nll,success,n_obs_cells,n_total
FINANCE,2017-10-01,-0.6505799297272924,17.406704295513965,True,7,399
FINANCE,2018-01-01,0.4790849375892894,24.11843878765371,True,8,458
FINANCE,2018-04-01,-0.08509642815598001,20.127476424789844,True,8,495
FINANCE,2018-07-01,0.10903013036560949,5.057334114068642,True,5,540
FINANCE,2018-10-01,0.12346578239652709,25.96168802570031,True,8,550
FINANCE,2019-01-01,0.510488348191173,40.478528283459795,True,11,576
FINANCE,2019-04-01,0.764628816924516,25.237448752838596,True,8,586
FINANCE,2019-07-01,0.31059272813829464,31.66757194925285,True,10,611
FINANCE,2019-10-01,1.16556514965504,62.79973883393768,True,12,661
FINANCE,2020-01-01,2.9113606309376325,162.84378947119015,True,12,654
FINANCE,2020-04-01,1.9116929549799335,93.47876168847363,True,11,698
FINANCE,2020-07-01,1.2492826031867403,95.91087189598846,True,13,790
FINANCE,2020-10-01,0.20078688068222447,131.42902480314225,True,16,833
FINANCE,2021-01-01,-0.40103931113964447,62.50500471245552,True,9,867
